,Start_Time,SPEED,Engine Load,Coolant Temp,MAF,Timing Advance,Short Trim B1,Long Trim B1,Throttle_pos,End_Time
56,1725474709.1402144,84.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474709.1497703
57,1725474709.4036777,80.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474709.409701
58,1725474709.6635573,76.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474709.6732605
59,1725474709.9270453,72.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474709.9507074
60,1725474710.2055783,68.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474710.2343788
61,1725474710.489834,64.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474710.500606
62,1725474710.7555017,60.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474710.7829692
63,1725474711.0382884,56.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474711.048446
64,1725474711.3026073,52.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474711.3279922
65,1725474711.5836952,48.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474711.5944357
66,1725474711.848719,44.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474711.8551912
67,1725474712.1068418,40.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474712.1146774
68,1725474712.3690987,36.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474712.3953862
69,1725474712.6509914,32.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474712.6777468
70,1725474712.9322364,28.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474712.957113
71,1725474713.2120008,24.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474713.2397954
72,1725474713.4950013,20.0 kilometer_per_hour,0.0 percent,83 degree_Celsius,13.11 gps,,,,100.0 percent,1725474713.5209486
