timestamp_obd,status,fuel_status,engine_load,coolant_temp,short_fuel_trim_1,long_fuel_trim_1,intake_pressure,rpm,speed,timing_advance,intake_temp,throttle_pos,o2_sensors,o2_b1s2,obd_compliance,run_time,pids_b,distance_w_mil,evaporative_purge,fuel_level,warmups_since_dtc_clear,distance_since_dtc_clear,barometric_pressure,o2_s1_wr_current,catalyst_temp_b1s1,pids_c,status_drive_cycle,control_module_voltage,absolute_load,commanded_equiv_ratio,relative_throttle_pos,ambiant_air_temp,throttle_pos_b,accelerator_pos_d,accelerator_pos_e,throttle_actuator,fuel_type,long_o2_trim_b1,unknown
1734340692,<obd.OBDResponse.Status object at 0x7d8040e4b440>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",34.90196078,97,1.5625,1.5625,58,1909,29,-13,55,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.655,India OBD II (IOBD II),139,1E+31,0,5.882352941,80,255,2562,100,0.015625,426.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417fad20>,14.02,20,0.999424,3.137254902,35,13.7254902,16.47058824,16.47058824,3.921568627,Gasoline,0,
1734340696,<obd.OBDResponse.Status object at 0x7d804181d070>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",25.88235294,96,-3.125,1.5625,50,1289.5,28,15,56,15.29411765,"((), (False, False, False, False), (False, False, True, True))",0.595,India OBD II (IOBD II),143,1E+31,0,31.37254902,80,255,2562,100,-0.015625,428.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8980>,14.02,24.31372549,0.999424,2.745098039,35,13.33333333,19.21568627,19.21568627,3.529411765,Gasoline,0,
1734340699,<obd.OBDResponse.Status object at 0x7d8040e61100>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",16.47058824,96,-5.46875,0.78125,29,1247.5,27,19.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.505,India OBD II (IOBD II),146,1E+31,0,31.76470588,80,255,2562,100,0.01953125,427.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8530>,14.02,20.78431373,0.999424,2.745098039,35,13.33333333,20,20,3.529411765,Gasoline,0,
1734340702,<obd.OBDResponse.Status object at 0x7d80417fac60>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",18.03921569,96,0,0.78125,30,1229,27,18.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.425,India OBD II (IOBD II),149,1E+31,0,30.58823529,80,255,2562,100,0,426.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e4a5a0>,14.04,21.56862745,0.999424,3.137254902,34,13.7254902,15.68627451,15.68627451,3.529411765,Gasoline,0,
1734340705,<obd.OBDResponse.Status object at 0x7d80417f9610>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",21.96078431,96,3.90625,0,34,1001,23,-1,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.395,India OBD II (IOBD II),152,1E+31,0,20.78431373,80,255,2562,100,-0.0078125,424.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8740>,14.08,28.23529412,0.999424,2.352941176,34,12.94117647,14.90196078,15.29411765,3.529411765,Gasoline,0,
1734340708,<obd.OBDResponse.Status object at 0x7d804181fad0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",32.54901961,97,0.78125,0,41,926,3,0,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.37,India OBD II (IOBD II),155,1E+31,0,21.17647059,80,255,2562,100,-0.0234375,422.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f9b80>,14.06,27.05882353,0.999424,2.745098039,34,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340711,<obd.OBDResponse.Status object at 0x7d8040e4a900>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",36.07843137,98,0.78125,0.78125,42,929.5,2,9.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.355,India OBD II (IOBD II),158,1E+31,0,21.96078431,80,255,2562,100,-0.0078125,421,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e4ac00>,14.06,27.84313725,0.999424,3.137254902,34,13.7254902,14.90196078,15.29411765,3.921568627,Gasoline,0,
1734340714,<obd.OBDResponse.Status object at 0x7d8040e61ca0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",44.31372549,98,-0.78125,2.34375,101,1670,10,-4,58,62.35294118,"((), (False, False, False, False), (False, False, True, True))",0.685,India OBD II (IOBD II),161,1E+31,0,91.37254902,80,255,2562,100,0.03515625,425.3,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e4ae10>,13.92,61.17647059,0.999424,10.58823529,34,18.03921569,27.05882353,26.66666667,9.803921569,Gasoline,0,
1734340717,<obd.OBDResponse.Status object at 0x7d8040e4a930>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",22.35294118,98,2.34375,1.5625,52,1250.5,17,12,56,16.47058824,"((), (False, False, False, False), (False, False, True, True))",0.665,India OBD II (IOBD II),164,1E+31,0,18.82352941,80,255,2562,100,-0.07421875,430.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e4ade0>,14.1,46.2745098,0.999424,6.274509804,34,16.47058824,28.23529412,26.66666667,6.274509804,Gasoline,0,
1734340721,<obd.OBDResponse.Status object at 0x7d8040e61040>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",16.8627451,98,-1.5625,1.5625,38,1434.5,20,18,56,14.90196078,"((), (False, False, False, False), (False, False, True, True))",0.69,India OBD II (IOBD II),168,1E+31,0,41.56862745,80,255,2562,100,-0.0078125,430.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e4bcb0>,14.1,26.66666667,0.999424,4.31372549,34,14.90196078,23.1372549,23.1372549,5.490196078,Gasoline,0,
1734340724,<obd.OBDResponse.Status object at 0x7d80417f8c20>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",7.843137255,98,-0.78125,0.78125,27,1538,21,-5.5,57,13.7254902,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),171,1E+31,0,0,80,255,2562,100,0.0078125,429.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e49d30>,14.08,17.25490196,0.999424,3.137254902,34,13.33333333,18.82352941,18.82352941,7.450980392,Gasoline,0,
1734340727,<obd.OBDResponse.Status object at 0x7d8040e604a0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",9.411764706,98,-3.90625,-1.5625,48,1339,19,23,58,12.15686275,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),174,1E+31,0,3.529411765,80,255,2562,100,-0.02734375,428.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e60fe0>,14.06,32.15686275,0.999424,1.960784314,34,13.7254902,18.43137255,18.43137255,4.705882353,Gasoline,0,
1734340730,<obd.OBDResponse.Status object at 0x7d80417fa060>,"('Open loop due to engine load OR fuel cut due to deceleration', '')",27.84313725,98,0,0.78125,45,970.5,16,-8.5,57,14.11764706,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),177,1E+31,0,0.784313725,80,255,2562,100,0.01171875,426.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e62570>,14.04,30.58823529,1.006256,3.921568627,34,13.7254902,14.90196078,14.90196078,4.705882353,Gasoline,0,
1734340733,<obd.OBDResponse.Status object at 0x7d8040e48dd0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",32.94117647,99,0.78125,1.5625,60,1218,16,7.5,57,17.25490196,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),180,1E+31,0,11.76470588,80,255,2562,100,-0.06640625,424.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e61fa0>,14.12,49.01960784,0.999424,8.235294118,33,18.82352941,29.41176471,29.41176471,10.58823529,Gasoline,0,
1734340736,<obd.OBDResponse.Status object at 0x7d80417f8890>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",32.54901961,99,-1.5625,1.5625,77,1731.5,24,15.5,56,20,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),183,1E+31,0,71.37254902,80,255,2562,100,0.00390625,427.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e61850>,14.12,44.70588235,0.999424,8.62745098,33,16.47058824,24.70588235,26.2745098,4.31372549,Gasoline,0,
1734340739,<obd.OBDResponse.Status object at 0x7d8040e63bc0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",33.7254902,98,0.78125,1.5625,62,1215.5,27,14,56,16.47058824,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),186,1E+31,0,46.2745098,80,255,2562,100,-0.06640625,427.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e61a30>,14.1,33.33333333,0.999424,3.137254902,33,13.7254902,21.96078431,21.96078431,4.705882353,Gasoline,0,
1734340743,<obd.OBDResponse.Status object at 0x7d8040e4bc50>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",18.82352941,98,-4.6875,0.78125,33,1269.5,28,17,56,14.50980392,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),190,1E+31,0,32.15686275,80,255,2562,100,-0.00390625,427,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e637d0>,14.1,30.19607843,0.999424,4.31372549,33,14.90196078,24.70588235,24.70588235,5.882352941,Gasoline,0,
1734340746,<obd.OBDResponse.Status object at 0x7d80417fa870>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",27.05882353,98,0.78125,1.5625,52,1272,28,15,57,15.29411765,"((), (False, False, False, False), (False, False, True, True))",0.715,India OBD II (IOBD II),193,1E+31,0,40,80,255,2562,100,-0.00390625,425.3,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e62690>,14.06,33.7254902,0.999424,5.098039216,33,16.07843137,25.49019608,25.09803922,6.666666667,Gasoline,0,
1734340749,<obd.OBDResponse.Status object at 0x7d8040e70830>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",25.88235294,98,2.34375,1.5625,50,1311,29,15,57,14.90196078,"((), (False, False, False, False), (False, False, True, True))",0.715,India OBD II (IOBD II),196,1E+31,0,38.82352941,80,255,2562,100,-0.00390625,424.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e71be0>,14.1,29.80392157,0.999424,4.31372549,33,14.90196078,22.74509804,22.74509804,4.705882353,Gasoline,0,
1734340752,<obd.OBDResponse.Status object at 0x7d8040e72360>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",11.76470588,98,0,0.78125,26,1301,28,3.5,57,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.71,India OBD II (IOBD II),199,1E+31,0,33.7254902,80,255,2562,100,-0.015625,424.2,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e73f20>,14.06,18.03921569,0.999424,1.960784314,33,12.94117647,14.90196078,14.90196078,4.31372549,Gasoline,0,
1734340755,<obd.OBDResponse.Status object at 0x7d8040e61fd0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",35.29411765,98,0.78125,0,39,898,18,12.5,57,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),202,1E+31,0,20.78431373,80,255,2562,100,-0.03125,423.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e717f0>,14.04,26.66666667,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340758,<obd.OBDResponse.Status object at 0x7d8040e726c0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",17.64705882,98,0.78125,0.78125,34,1168.5,16,17,57,14.50980392,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),205,1E+31,0,27.84313725,80,255,2562,100,-0.01953125,422,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e71bb0>,14.1,30.98039216,0.999424,3.921568627,33,14.50980392,23.52941176,23.52941176,4.31372549,Gasoline,0,
1734340761,<obd.OBDResponse.Status object at 0x7d8040e709e0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",16.07843137,98,-3.125,0.78125,32,1171.5,17,0,57,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),208,1E+31,0,23.1372549,80,255,2562,100,0.05078125,420.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e719d0>,14.1,23.92156863,0.999424,1.960784314,33,13.33333333,14.90196078,14.90196078,3.137254902,Gasoline,0,
1734340765,<obd.OBDResponse.Status object at 0x7d8040e605c0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",31.37254902,98,1.5625,0,39,926.5,7,0,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.7,India OBD II (IOBD II),212,1E+31,0,20.78431373,80,255,2562,100,-0.03125,418.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e701d0>,14.1,24.31372549,0.999424,5.882352941,33,17.64705882,27.45098039,27.45098039,9.411764706,Gasoline,0,
1734340768,<obd.OBDResponse.Status object at 0x7d8040e726c0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",41.17647059,98,0,2.34375,98,2167.5,17,11,56,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.705,India OBD II (IOBD II),215,1E+31,0,14.50980392,80,255,2562,100,-0.00390625,423.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e71790>,14.1,19.21568627,0.999424,1.960784314,33,13.7254902,14.90196078,14.90196078,1.568627451,Gasoline,0,
1734340771,<obd.OBDResponse.Status object at 0x7d8040e62450>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",52.15686275,98,-0.78125,2.34375,105,1595.5,23,1.5,55,51.76470588,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),218,1E+31,0,15.68627451,80,255,2562,100,-0.00390625,434.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d804181ca70>,14.08,52.54901961,0.999424,7.843137255,33,18.43137255,27.84313725,27.45098039,8.62745098,Gasoline,0,
1734340774,<obd.OBDResponse.Status object at 0x7d8040e709b0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",18.03921569,98,2.34375,0,30,1190.5,26,0.5,55,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.73,India OBD II (IOBD II),221,1E+31,0,12.15686275,80,255,2562,100,-0.03125,437.8,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417f8a70>,14.06,17.64705882,0.999424,1.960784314,33,12.54901961,14.90196078,14.90196078,2.745098039,Gasoline,0,
1734340777,<obd.OBDResponse.Status object at 0x7d8040e75100>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",14.11764706,98,-0.78125,0,26,1062,23,-1,56,12.15686275,"((), (False, False, False, False), (False, False, True, True))",0.73,India OBD II (IOBD II),224,1E+31,0,21.96078431,80,255,2562,100,0.01171875,437.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75760>,14.06,16.07843137,0.999424,1.176470588,33,11.76470588,18.82352941,18.82352941,2.352941176,Gasoline,0,
1734340780,<obd.OBDResponse.Status object at 0x7d8040e73da0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",28.62745098,98,-2.34375,0,35,964.5,21,15.5,57,12.54901961,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),227,1E+31,0,20.78431373,80,255,2562,100,-0.01171875,436.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e63f80>,14.1,23.1372549,0.999424,1.960784314,33,12.54901961,18.82352941,18.82352941,2.745098039,Gasoline,0,
1734340783,<obd.OBDResponse.Status object at 0x7d8040e77260>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.58823529,99,-1.5625,0.78125,42,922.5,17,-4.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),230,1E+31,0,21.56862745,80,255,2562,100,0.0078125,435.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d80417fb920>,14.04,28.62745098,0.999424,3.137254902,33,13.33333333,14.90196078,14.90196078,3.921568627,Gasoline,0,
1734340786,<obd.OBDResponse.Status object at 0x7d8040e73440>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,99,0.78125,0,39,929.5,14,0.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),233,1E+31,0,20.78431373,80,255,2562,100,0,434.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75910>,14.06,25.49019608,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.137254902,Gasoline,0,
1734340790,<obd.OBDResponse.Status object at 0x7d8040e61af0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.80392157,99,1.5625,0,39,932.5,14,0.5,57,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),237,1E+31,0,20.78431373,80,255,2562,100,-0.015625,433.5,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e75490>,14.04,25.09803922,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340793,<obd.OBDResponse.Status object at 0x7d804181d5b0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.80392157,99,1.5625,0,38,925.5,4,0.5,57,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),240,1E+31,0,20.78431373,80,255,2562,100,-0.015625,432.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e76420>,14.06,25.49019608,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340796,<obd.OBDResponse.Status object at 0x7d8040e748c0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,100,1.5625,0,38,929,0,-1,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),243,1E+31,0,20.78431373,80,255,2562,100,-0.015625,431.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e763f0>,14.1,25.09803922,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340799,<obd.OBDResponse.Status object at 0x7d8040e76630>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",29.41176471,100,1.5625,0,39,928,0,1.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),246,1E+31,0,20.78431373,80,255,2562,100,-0.015625,429.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e74380>,14.06,25.49019608,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340802,<obd.OBDResponse.Status object at 0x7d8040e75220>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,100,1.5625,0,39,934.5,0,-1.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),249,1E+31,0,20.78431373,80,255,2562,100,-0.015625,428.6,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e767b0>,14.12,25.88235294,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340805,<obd.OBDResponse.Status object at 0x7d8040e60980>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.58823529,100,1.5625,0,39,926,0,1.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.72,India OBD II (IOBD II),252,1E+31,0,20.78431373,80,255,2562,100,-0.015625,427.4,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e74ef0>,14.06,25.88235294,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340808,<obd.OBDResponse.Status object at 0x7d8040e78b00>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,100,1.5625,0,39,927,0,0.5,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),255,1E+31,0,20.78431373,80,255,2562,100,-0.00390625,426.1,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7b4a0>,14.1,25.49019608,0.999424,3.137254902,33,12.94117647,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340811,<obd.OBDResponse.Status object at 0x7d8040e74fb0>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,100,1.5625,0,39,935,0,1.5,58,12.94117647,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),258,1E+31,0,20.78431373,80,255,2562,100,-0.0078125,424.9,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e7a900>,14.08,25.49019608,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
1734340815,<obd.OBDResponse.Status object at 0x7d8040e78290>,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",30.19607843,100,1.5625,0,39,929.5,0,-1,58,13.33333333,"((), (False, False, False, False), (False, False, True, True))",0.725,India OBD II (IOBD II),262,1E+31,0,20.78431373,80,255,2562,100,-0.00390625,423.7,1.11111E+31,<obd.OBDResponse.Status object at 0x7d8040e605c0>,14.12,26.2745098,0.999424,2.745098039,33,13.33333333,14.90196078,14.90196078,3.529411765,Gasoline,0,
