ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CATALYST_TEMP_B1S1,CLEAR_DTC,COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,CVN,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CATALYST_TEMP_B1S1,DTC_COMMANDED_EQUIV_RATIO,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_FUEL_TYPE,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S2,DTC_O2_S1_WR_CURRENT,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,FUEL_TYPE,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,MONITOR_CATALYST_B1,MONITOR_MISFIRE_CYLINDER_1,MONITOR_MISFIRE_CYLINDER_2,MONITOR_MISFIRE_CYLINDER_3,MONITOR_MISFIRE_CYLINDER_4,MONITOR_O2_B1S1,MONITOR_O2_B1S2,O2_B1S2,O2_S1_WR_CURRENT,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,VIN,WARMUPS_SINCE_DTC_CLEAR
48.23529411764706 percent,25.49019607843137 percent,12.549019607843137 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),614.2 degree_Celsius,,1.009794 ratio,14.185 volt,81 degree_Celsius,f02cf04a,5103.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,55.294117647058826 percent,54.11764705882353 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",61 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.74 volt,0.02734375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,8.627450980392156 percent,1231.0 revolutions_per_minute,664.0 second,9.375 percent,41.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891b8510>,9.411764705882353 percent,18.431372549019606 percent,34.90196078431372 percent,17.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
57.64705882352941 percent,27.058823529411764 percent,13.333333333333334 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),611.1 degree_Celsius,,1.0227565 ratio,14.06 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,59.21568627450981 percent,64.31372549019608 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",65 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.715 volt,0.05859375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,12.156862745098039 percent,1370.0 revolutions_per_minute,668.0 second,10.15625 percent,41.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891ba610>,12.941176470588236 percent,20.784313725490197 percent,36.86274509803921 percent,12.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
69.80392156862744 percent,29.80392156862745 percent,14.901960784313726 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),614.2 degree_Celsius,,1.014247 ratio,14.16 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,63.529411764705884 percent,75.68627450980392 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",71 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.655 volt,-0.08984375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.411764705882353 percent,1234.0 revolutions_per_minute,672.0 second,10.15625 percent,44.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891c4750>,10.196078431372548 percent,18.823529411764707 percent,35.294117647058826 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
62.35294117647059 percent,27.84313725490196 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),618.7 degree_Celsius,,0.9602315 ratio,14.255 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,63.92156862745098 percent,75.29411764705883 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",67 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.65 volt,0.01953125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,9.019607843137255 percent,1243.0 revolutions_per_minute,676.0 second,10.15625 percent,46.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891c6850>,9.803921568627452 percent,18.431372549019606 percent,34.90196078431372 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
60.78431372549019 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),620.5 degree_Celsius,,0.9602315 ratio,14.280000000000001 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,68.23529411764706 percent,77.6470588235294 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",70 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.705 volt,0.03125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,10.196078431372548 percent,1322.0 revolutions_per_minute,680.0 second,10.15625 percent,42.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891d0990>,9.411764705882353 percent,18.03921568627451 percent,34.11764705882353 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
54.90196078431372 percent,22.352941176470587 percent,11.372549019607844 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),623.7 degree_Celsius,,1.0148875 ratio,14.097 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,70.98039215686275 percent,60.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",81 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.715 volt,0.0390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,20.0 percent,1792.0 revolutions_per_minute,684.0 second,11.71875 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891d2a90>,23.529411764705884 percent,27.45098039215686 percent,42.35294117647059 percent,9.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
85.49019607843137 percent,35.68627450980392 percent,17.647058823529413 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),635.7 degree_Celsius,,1.02846 ratio,14.097 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,36.07843137254902 percent,39.6078431372549 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",27 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.65 volt,-0.08984375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,20.0 percent,1504.0 revolutions_per_minute,688.0 second,11.71875 percent,28.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891d8bd0>,21.96078431372549 percent,26.666666666666668 percent,41.568627450980394 percent,7.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
83.52941176470588 percent,34.90196078431372 percent,17.254901960784313 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),652.1 degree_Celsius,,1.02724 ratio,14.167 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,90.58823529411765 percent,99.2156862745098 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",91 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.625 volt,0.0234375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,23.137254901960784 percent,1894.0 revolutions_per_minute,693.0 second,10.15625 percent,29.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891dacd0>,23.529411764705884 percent,27.84313725490196 percent,42.35294117647059 percent,11.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
84.70588235294117 percent,35.294117647058826 percent,17.647058823529413 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),675.1 degree_Celsius,,0.9946659999999999 ratio,14.047 volt,80 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,69.80392156862744 percent,81.56862745098039 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",63 kilopascal,36 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.62 volt,-0.0703125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,20.392156862745097 percent,1649.0 revolutions_per_minute,697.0 second,7.8125 percent,29.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891dce10>,24.313725490196077 percent,28.235294117647058 percent,42.745098039215684 percent,7.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
87.45098039215686 percent,35.68627450980392 percent,18.03921568627451 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),688.0 degree_Celsius,,0.9860955 ratio,14.242 volt,80 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,85.88235294117646 percent,89.41176470588235 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",87 kilopascal,35 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Unknown : 10600.0 millisecond [PASSED]
Unknown : 31.0 ohm [PASSED]
Unknown : -1.53125 milliampere [PASSED]
Unknown : 3749.0 count [PASSED]",Unknown : 0.594 volt [PASSED],0.585 volt,0.0 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,19.215686274509803 percent,1860.0 revolutions_per_minute,701.0 second,7.8125 percent,35.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891dfd50>,20.784313725490197 percent,25.88235294117647 percent,40.78431372549019 percent,11.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
82.3529411764706 percent,34.11764705882353 percent,17.254901960784313 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),706.3000000000001 degree_Celsius,,1.005097 ratio,14.235 volt,80 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,61.568627450980394 percent,83.13725490196079 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",63 kilopascal,35 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.6 volt,0.0 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,11.372549019607844 percent,1574.0 revolutions_per_minute,705.0 second,7.03125 percent,35.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289b22910>,11.764705882352942 percent,20.0 percent,36.07843137254902 percent,20.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
57.64705882352941 percent,27.84313725490196 percent,14.117647058823529 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),703.6 degree_Celsius,,1.0056765 ratio,14.08 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,43.92156862745098 percent,52.549019607843135 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",35 kilopascal,35 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.585 volt,-0.00390625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,7.450980392156863 percent,1337.0 revolutions_per_minute,709.0 second,7.03125 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891ef850>,7.450980392156863 percent,16.862745098039216 percent,33.72549019607843 percent,19.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
42.35294117647059 percent,21.568627450980394 percent,10.588235294117647 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),693.9000000000001 degree_Celsius,,0.995337 ratio,13.42 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,25.49019607843137 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",25 kilopascal,35 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.44140625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,4.313725490196078 percent,1167.0 revolutions_per_minute,713.0 second,0.0 percent,20.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891a1990>,4.705882352941177 percent,15.294117647058824 percent,32.15686274509804 percent,-23.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
27.84313725490196 percent,25.098039215686274 percent,12.549019607843137 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),672.3000000000001 degree_Celsius,,0.9368075 ratio,14.205 volt,81 degree_Celsius,f02cf04a,5104.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,91.76470588235294 percent,78.43137254901961 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",82 kilopascal,35 degree_Celsius,9.375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,Unknown : 0.708 volt [PASSED],0.715 volt,-0.140625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,19.607843137254903 percent,1747.0 revolutions_per_minute,717.0 second,10.9375 percent,14.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x7882891a3fd0>,22.352941176470587 percent,26.666666666666668 percent,41.568627450980394 percent,9.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
